Title,Company,Location,Experience,PostDay,Desc
Principal ML Engineer,"Advanced Micro Devices, Inc",Bengaluru,4-9 Yrs,30+ Days Ago,"The ideal candidate should have experience with distributed training pipeline, knowledg..."
Technology Lead,Broadridge,Bengaluru,5-10 Yrs,20 Days Ago,"Experience with NLP techniques . Exhibit proficiency in Python, SQL, software engineeri..."
Senior Analyst,Cimpress,Remote,3-7 Yrs,24 Days Ago,Senior Analyst Who we are: Vista's Engineering organization is working to make our comp...
Application Lead,Accenture,Bengaluru,7-12 Yrs,25 Days Ago,Minimum 5 year(s) of experience is required. Educational Qualification : Bachelors or M...
Full Stack Engineer - Senior Associate/Manager,Auxoai,"Mumbai, Bengaluru",3-6 Yrs,27 Days Ago,We are looking for Software Engineers with deep experience in building highly scalable...
Tech Lead,Essenware,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-5 Yrs,30+ Days Ago,Experience with Kafka integration  Strong communication and collaboration skills to wor...
Lead Quantitative Analytics Specialist,Wells Fargo,Bengaluru,5-9 Yrs,30+ Days Ago,"Required Qualifications: . 5+ years of Quantitative Analytics experience, or equivalent..."
Program Lead - Pharma Analytics,Tiger Analytics,"Hybrid - Hyderabad, Chennai, Bengaluru",5-10 Yrs,Few Hours Ago,Minimum 6 years of relevant work experience in delivering advanced analytics. Experienc...
POD Lead,Capco,Bengaluru,5-9 Yrs,30+ Days Ago,"Lead a highly skilled, multi-disciplinary team of consisting of data, analytics, tec..."
Tech Lead,Essenware,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-5 Yrs,30+ Days Ago,"Pyspark developer with good experience in Python, SQL, Data engineering and AWS servic..."
Genpact Hiring For Lead Databricks developer with Azure,Genpact,"Hybrid - Hyderabad/Secunderabad, Bangalore/Bengaluru, Delhi / NCR",6-11 Yrs,20 Days Ago,Genpact (NYSE: G) is a global professional services and solutions firm delivering outc...
Tech Lead,Essenware,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",7-12 Yrs,30+ Days Ago,Bachelor degree in Computer Science Mathematics or a related technical field or equival...
Application Lead,Accenture,Bengaluru,5-10 Yrs,22 Days Ago,Minimum 15 years of full time educationQualifications:Bachelors degree in Computer Scie...
Application Lead,Accenture,Bengaluru,5-9 Yrs,23 Days Ago,Minimum 15 years of full time educationQualifications:Bachelors degree in Computer Scie...
Application Lead,Accenture,Bengaluru,5-8 Yrs,23 Days Ago,"Qualifications:Bachelors degree in computer science, Engineering, or related field Mast..."
Application Lead,Accenture,Bengaluru,5-10 Yrs,23 Days Ago,"Project Role :Application LeadProject Role Description :Lead the effort to design, buil..."
Senior Technical Business Analyst,PureSoftware Pvt Ltd,"Bengaluru, Malaysia",10-15 Yrs,24 Days Ago,Deep technical skills of data engineering and data integration application in the marke...
Senior Analyst,Cimpress,Remote,3-7 Yrs,24 Days Ago,Senior Analyst Our Team: Vista’s Engineering and Analytics organization is working to m...
Academic Technical Lab Enablement Lead,IBM,Bengaluru,5-10 Yrs,25 Days Ago,"We are on the forefront of groundbreaking change- improving businesses, society, and th..."
Sr. Analyst,Cimpress,Bengaluru,4-7 Yrs,30+ Days Ago,Experience in eCommerce and Marketing data analytics .  . What should you expect as an ...
AI Product Development Leader,Ericsson,Bengaluru,4-8 Yrs,30+ Days Ago,Software Architecture: Proficient in architecting and designing complex software system...
Senior Product Analyst,Nium India,Bengaluru,3-6 Yrs,30+ Days Ago,"Bachelor s or master s degree in a related field such as Engineering, Data Science, Sta..."
Lead - Analytics,Inmobi,Bengaluru,4-6 Yrs,30+ Days Ago,"Qualifications: . Bachelors or masters degree in a relevant field such as Business, Sta..."
Application Lead,Accenture,Bengaluru,3-7 Yrs,16 Days Ago,"Project Role :Application LeadProject Role Description :Lead the effort to design, buil..."
Software Development Lead,Accenture,Bengaluru,12-16 Yrs,17 Days Ago,Minimum 12 year(s) of experience is required. Educational Qualification : 15 years full...
Delivery Module Lead,Mphasis,Bengaluru,6-11 Yrs,30+ Days Ago,". Probability and Statistics: Knowledge of probability distributions, hypothesis testin..."
Senior Business Analyst,Finquest,Bengaluru,6-11 Yrs,30+ Days Ago,"Bachelor s Degree in either Computer Science, Engineering or Business Administration re..."
Tech Lead,Essenware,Bengaluru,6-7 Yrs,30+ Days Ago,Azure Data Engineer with Talend (Mandatory) Experience: 6+ Years Excellent communicatio...
Module Lead,Mphasis,Bengaluru,5-8 Yrs,30+ Days Ago,Experience building and maintaining data processing and machine learning pipelinesFamil...
Senior FP&A Analyst,Inchcape Shipping Services,Chennai,2-5 Yrs,10 Days Ago,Confident user of PowerPoint . Excel - intermediate to advanced (financial modelling - ...
Sr DevOps,Photon,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",6-10 Yrs,30+ Days Ago,". Job Requirement .  Exert technical influence over multiple teams, increasing their pr..."
Virtual Weekday Drive For Patching Analyst,Ensono,"Hybrid - Pune, Chennai, Bangalore/Bengaluru",2-7 Yrs,7 Days Ago,Project Details:We need a Associate Patch Analyst Engineer with Ivanti Shavlik to add t...
Manager-Business Analyst,Sumitomo Mitsui Banking Corporation (SMBC),"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-5 Yrs,3 Days Ago,"Reviews, analyzes, and creates detailed documentation of business systems and . user ne..."
"Manager, Senior Project Manager, Clinical Database Management",Pfizer,Chennai,11-14 Yrs,6 Days Ago,". Works closely with department roles, assigned mentor, and cross-functional study team..."
Associate Software Engineer,Avoma,Pune,0-2 Yrs,12 Days Ago,the future of work: Be at the forefront of AI innovation.   Accelerate your career: L...
Business Analyst,Accenture,"Noida, Mumbai",5-10 Yrs,22 Days Ago,Project Role :Business AnalystProject Role Description :Analyze an organization and des...
Business Analyst DMS,Maruti Suzuki,"Indore, Ranchi, Chennai",2-4 Yrs,1 Day Ago,Ensuring Connected customer experience through implementation of Digital Initiatives.  ...
Business Analyst (+Salesforce),Crayontek Consulting,"Hyderabad, Pune, Bengaluru",7-10 Yrs,5 Days Ago,CPQ experience is much preferred)Should be able to do VLOOKUP in excelShould take respo...
"Analyst II, Global GBS - Analytics COE-1",Heinz,Ahmedabad,3-7 Yrs,5 Days Ago,we only want to the best for you . A fast career track like only few other companies ca...
"Senior Manager, Analytics developer",Pfizer,Mumbai,8-10 Yrs,6 Days Ago,"You should have accomplished multiple Analytics projects, working independently in a pr..."
Advisory Services Analyst,Optum,Hyderabad,7-9 Yrs,7 Days Ago,"The technical domain of the cloud engineer includes understanding build automation, und..."
Murex Front Office Business Analyst || MNC Co. || Bengaluru,Yuva Global Services,"Mysuru, Bangalore Rural, Bengaluru",3-8 Yrs,11 Days Ago,*Development of planned changes ranging from small CTB-type tasks to large bank-wide pr...
Business analyst,Indifi Technologies,Gurugram,3-5 Yrs,19 Days Ago,Masters in any field preferred Drive improvements in delivering a superior customer exp...
Business Analyst,Olx,Hybrid - Gurugram,1-2 Yrs,19 Days Ago,"Business Analyst , OLX India Gurgaon OLX India is a leading classifieds platform, boas..."
Business Analyst,Accenture,Hyderabad,3-5 Yrs,20 Days Ago,Project Role :Business AnalystProject Role Description :Analyze an organization and des...
Business Analyst,Accenture,Gurugram,3-5 Yrs,20 Days Ago,Minimum 3 year(s) of experience is required. Educational Qualification : B techQualific...
Business Analyst,Accenture,Pune,5-7 Yrs,20 Days Ago,Minimum 5 year(s) of experience is required. Educational Qualification : 15 years of fu...
PPSM Analyst,Accenture,Mumbai,3-5 Yrs,20 Days Ago,Please note that this role may require you to work in rotational shifts Qualifications ...
Business Analyst,Accenture,Coimbatore,2-7 Yrs,20 Days Ago,Project Role :Business AnalystProject Role Description :Analyze an organization and des...
Business Analyst,Accenture,Chennai,3-8 Yrs,20 Days Ago,Project Role :Business AnalystProject Role Description :Analyze an organization and des...
Business Analyst,Accenture,Hyderabad,3-8 Yrs,20 Days Ago,Project Role :Business AnalystProject Role Description :Analyze an organization and des...
Business Analyst,Accenture,Hyderabad,3-6 Yrs,20 Days Ago,Project Role :Business AnalystProject Role Description :Analyze an organization and des...
Vision Plus Business Analyst,Capgemini,Pune,6-11 Yrs,21 Days Ago,Bachelors Degree or equivalent work experience and or Certifications Several years of p...
Business Analyst,Accenture,Kolkata,5-7 Yrs,22 Days Ago,Project Role :Business AnalystProject Role Description :Analyze an organization and des...
Business Analyst,Accenture,Pune,3-8 Yrs,23 Days Ago,Project Role :Business AnalystProject Role Description :Analyze an organization and des...
Business Analyst,Accenture,Pune,3-7 Yrs,23 Days Ago,Project Role :Business AnalystProject Role Description :Analyze an organization and des...
Business Analyst,Accenture,Kolkata,2-4 Yrs,24 Days Ago,Project Role :Business AnalystProject Role Description :Analyze an organization and des...
Business Analyst,Accenture,Chennai,7-11 Yrs,24 Days Ago,Minimum 5 year(s) of experience is required. Educational Qualification : 15 years full ...
Business Analyst Manager,EY,Hyderabad,8-13 Yrs,25 Days Ago,"Extensive working experience in Scrum Agile, POD Structure, and attending Agile ceremon..."
Analyst,"PerkinElmer, Inc.",Hyderabad,1-2 Yrs,30+ Days Ago,"A minimum of 6-12 months of operational experience for AAS / ICP-OES & MDS, experience ..."
PPSM Analyst,Accenture,Mumbai,3-5 Yrs,25 Days Ago,Please note that this role may require you to work in rotational shifts Qualifications ...
Business Analyst,Accenture,Ahmedabad,3-5 Yrs,25 Days Ago,Project Role :Business AnalystProject Role Description :Analyze an organization and des...
Renewals Analyst,Saviynt,Bengaluru,2-6 Yrs,26 Days Ago,"Collaborate and liaise with our Finance, IT, and Sales Analytics counterparts to stru..."
Analyst,Morningstar,Mumbai,3-6 Yrs,26 Days Ago,". A master`s degree required, CFA or FRM preferred 3-6 years of experience in Structure..."
FP&A Analyst- Contractual,AkzoNobel,Pune,7-12 Yrs,25 Days Ago,Preferred candidate profile : Any Graduate / Post Graduate with relevant experience int...
Business Analyst (Centralized Supervision Unit),Ameriprise Financial,Noida,1-3 Yrs,27 Days Ago,Bachelor s degree or equivalent . 1-3 years of relevant experience Responsible to compl...
Sr Technical Architect (SCPO),Blue Yonder,"Hyderabad, Bengaluru",7-12 Yrs,30+ Days Ago,Leading AI-driven Global Supply Chain Solutions Software Product Company and one of ...
Business Interlock Analyst,Accenture,Gurugram,3-5 Yrs,27 Days Ago,Please note that this role may require you to work in rotational shifts Qualifications ...
Business Analyst,Accenture,Pune,3-7 Yrs,27 Days Ago,Project Role :Business AnalystProject Role Description :Analyze an organization and des...
Business Analyst,Accenture,Pune,3-8 Yrs,28 Days Ago,Project Role :Business AnalystProject Role Description :Analyze an organization and des...
Business Analyst,Capgemini,Pune,3-6 Yrs,28 Days Ago,. Trade Domain Experience Mandatory eg Import DCs Export DCs Guarantees Trade Loans etc...
BA Analyst,Capgemini,Mumbai,2-5 Yrs,28 Days Ago,"A platform engineer is responsible for designing, building, and maintaining the technol..."
Manager Business Analyst,Adidas,Chennai,8-13 Yrs,28 Days Ago,Purpose & Overall Relevance for the Organization:Global Business Services (GBS) has be...
Analyst - Vehicle NVH,Satven,Chennai,3-6 Yrs,30+ Days Ago,"Knowledge of full vehicle system model and Chassis subsystem models, Suspension, Stee..."
Analyst - Powertrain NVH,Satven,Chennai,5-6 Yrs,30+ Days Ago,. Should have good exposure in the Powertrain CAE simulations such as Powertrain Bendin...
Analyst - Powertrain Chassis,Satven,Chennai,3-8 Yrs,30+ Days Ago,"To develop ANSYS CAE models using the customer provided inputs, assumptions and as per ..."
Analyst - Chassis,Satven,Chennai,3-5 Yrs,30+ Days Ago,Minimum of 4 years of experience in CAE durability and NVH analysis using Abaqus solver...
V+ Business Analyst,Capgemini,Pune,2-6 Yrs,29 Days Ago,"Following skills will be required: . An ability to look holistically across technology,..."
Opearations analyst,Nirana Global Solutions (opc),Chennai(Mandaveli),1-2 Yrs,Few Hours Ago,"Specify required role expertise, previous job experience, or relevant certifications"
Analyst,Renault,Chennai,6-9 Yrs,30+ Days Ago,Contribute to the continuous improvement of the Life cycle processes implementing chang...
Calabrio Analyst,2coms,Hyderabad,4-9 Yrs,30+ Days Ago,The role must have
Business Analyst,Accenture,Mumbai,2-4 Yrs,30+ Days Ago,Project Role :Business AnalystProject Role Description :Analyze an organization and des...
CH-AT20 - Business Analyst,Accenture,Hyderabad,2-4 Yrs,30+ Days Ago,Project Role :Business AnalystProject Role Description :Analyze an organization and des...
Business Analyst,Accenture,Kolkata,2-4 Yrs,30+ Days Ago,Project Role :Business AnalystProject Role Description :Analyze an organization and des...
PPSM Analyst,Accenture,Mumbai,3-5 Yrs,30+ Days Ago,Please note that this role may require you to work in rotational shifts Qualifications ...
Analyst,Live Connections,Hyderabad(Nanakramguda),0 Yrs,30+ Days Ago,Role - Analyst •Eligibility - Any Fresher Graduates Good Communication Skills Vaccinati...
Business Analyst,Seva Infotech,Pune,2-3 Yrs,30+ Days Ago,. BE or B Tech degree with 2 to 3 years of experience . Your main tasks will include pe...
Business Analyst,Varite,Bengaluru,5-6 Yrs,3 Days Ago,". 5+years working with clients, leading requirement gathering session, carrying out dem..."
Virtual Nurse Analyst,KG Invicta Services,Bengaluru,1-6 Yrs,3 Days Ago,Shift Timing : 6:30 PM to 3:30 AM (Night Shift)Position Type : Full TimeProficiency in ...
Business Analyst,Luxoft,Remote,10-12 Yrs,4 Days Ago,Experience of building at least one project from scratch with any ALM and CM system wit...
CyberArk Business Analyst,Optimum info system,"Chennai, Bengaluru",8-13 Yrs,5 Days Ago,Should have strong exp in CyberArk As a Business Analyst.
Job | LTIMindtree Hiring For Cashapps analyst Bangalore,Ltimindtree,Bengaluru,2-3 Yrs,5 Days Ago,Available on pls mention date / time -. DOB -. Pan Number -. Share Passport size photo ...
Job | LTIMindtree Hiring For  RTR analyst  - Bangalore,Ltimindtree,Bengaluru,3-6 Yrs,5 Days Ago,Available on pls mention date / time -. DOB -. Pan Number -. Share Passport size photo ...
MDR Analyst (Unit 42),Palo Alto Networks,Bengaluru,3-6 Yrs,5 Days Ago,This position is a Shift Position (Sunday - Friday Evening & Saturday Evening) 3+ years...
Job | LTIMindtree Hiring For Cashapps analyst Bangalore,Ltimindtree,Bengaluru,2-3 Yrs,5 Days Ago,Available on pls mention date / time -. DOB -. Pan Number -. Share Passport size photo ...
Reduce Analyst- Climatetech startup,Climatetech Startup,Bengaluru,3-5 Yrs,5 Days Ago,Lead implementation of cutting-edge decarbonization technologies at client sites. Key r...
Job | LTIMindtree Hiring For  RTR analyst  - Bangalore,Ltimindtree,Bengaluru,3-6 Yrs,5 Days Ago,Available on pls mention date / time -. DOB -. Pan Number -. Share Passport size photo ...
RFP/DDQ Analyst,Fortune Global 500 MNC in Financial Services,"Hybrid - Bengaluru, Mumbai (All Areas)",1-4 Yrs,5 Days Ago,Bachelors degree Employment Company - HAYS . Years of experience - 1 to 4 years onlyCom...
Business Analyst(5pm-2am),SpurTree Technologies,Bengaluru,2-6 Yrs,6 Days Ago,actionable insights and use cases to improve digital adoption. . Should have knowledge ...
Business Analyst,SpurTree Technologies,Bengaluru,5-8 Yrs,6 Days Ago,"As a Business Analyst, we would look for your experience in the following technologies,..."
Programmer/ Analyst,Netapp,Bengaluru,8-12 Yrs,7 Days Ago,"NetApp is developing a new portfolio of cloud-led, data-centric storage platforms and s..."
Business Analyst,Examroomai India,Bengaluru,3-4 Yrs,7 Days Ago,We are       seeking a detail-oriented  and analytical Business Analyst to s...
Business Systems Analyst,Paypal,Bengaluru,8-12 Yrs,30+ Days Ago,The MDM Business System Analyst (BSA) position requires a strong understanding of Maste...
Business Analyst,Crisil,Mumbai,1-2 Yrs,11 Days Ago,Around 1 to 2 years of experience as BA. - Should have worked in Banking domain experie...
RTR Analyst,Eaton Technologies,Pune,2-3 Yrs,13 Days Ago,"Qualifications: . Accounting Degree (CA), MBA-Finance or B.comThe individual should und..."
Analyst,Ford,Chennai,1-4 Yrs,30+ Days Ago,Review Capital assets purchased for the month and understand Tax implications and creat...
Business Analyst,Accenture,Hyderabad,3-7 Yrs,16 Days Ago,Project Role :Business AnalystProject Role Description :Analyze an organization and des...
Business Analyst,Accenture,Mumbai,5-8 Yrs,16 Days Ago,Minimum 5 year(s) of experience is required. Educational Qualification : 15 years full ...
Business Analyst,Ameriprise Financial,Noida,3-4 Yrs,30+ Days Ago,"Design and develop databases to streamline reporting. Structure reports, which includes..."
Business Analyst,Ameriprise Financial,Gurugram,2-4 Yrs,30+ Days Ago,IT or B Tech / BE (CS / IT) degree . Strong academic background with good analytical an...
Business Analyst,Accenture,Mumbai,5-7 Yrs,17 Days Ago,Project Role :Business AnalystProject Role Description :Analyze an organization and des...
Business Analyst,Accenture,Pune,3-5 Yrs,17 Days Ago,Project Role :Business AnalystProject Role Description :Analyze an organization and des...
Business Analyst,Accenture,Gurugram,5-10 Yrs,17 Days Ago,Minimum 5 year(s) of experience is required. Educational Qualification : 15 years full ...
PPSM Analyst,Accenture,Mumbai,3-5 Yrs,17 Days Ago,Please note that this role may require you to work in rotational shifts Qualifications ...
Business Analyst,Accenture,Kolkata,7-12 Yrs,17 Days Ago,Minimum 5 year(s) of experience is required. Educational Qualification : B E. Summary :...
Business Analyst,Accenture,Pune,5-9 Yrs,17 Days Ago,Project Role :Business AnalystProject Role Description :Analyze an organization and des...
S&C GN - T&O -Next Gen Comms Analyst,Accenture,Gurugram,2-5 Yrs,17 Days Ago,To be definedQualificationsTo be defined
EOC Analyst /US Night Shifts,Sequential Tech,Bengaluru,3-8 Yrs,7 Days Ago,Role & responsibilities     Summary EOC Analyst is accountable for coordinating the pro...
Business Analyst,Accenture,Ahmedabad,3-8 Yrs,17 Days Ago,Minimum 3 year(s) of experience is required. Educational Qualification : 15 years full ...
Business Analyst,Accenture,Hyderabad,3-5 Yrs,17 Days Ago,Minimum 3 year(s) of experience is required. Educational Qualification : 15 years full ...
Business Analyst,Accenture,Gurugram,5-8 Yrs,18 Days Ago,Minimum 5 year(s) of experience is required. Educational Qualification : 15 years full ...
Analyst,eClerx,Mohali,1-3 Yrs,18 Days Ago,Job would require the candidate to learn and master various financial products includin...
Business Analyst,Accenture,Chennai,3-5 Yrs,18 Days Ago,Project Role :Business AnalystProject Role Description :Analyze an organization and des...
Business Analyst,Accenture,Pune,5-7 Yrs,18 Days Ago,Project Role :Business AnalystProject Role Description :Analyze an organization and des...
Business Analyst,Accenture,Hyderabad,3-5 Yrs,18 Days Ago,Must have skills : Microsoft Dynamics 365 Commerce Technical. Good to have skills : NAM...
Business Analyst,Accenture,Pune,2-4 Yrs,18 Days Ago,Project Role :Business AnalystProject Role Description :Analyze an organization and des...
Business Analyst,Accenture,Noida,3-5 Yrs,18 Days Ago,Must have skills : Microsoft Dynamics 365 Commerce Technical. Good to have skills : NAM...
Business Analyst,Accenture,Gurugram,7-9 Yrs,18 Days Ago,"Research, gather and synthesize information. Must have skills : Business Requirements A..."
Business Analyst,Accenture,Gurugram,5-7 Yrs,18 Days Ago,Minimum 5 year(s) of experience is required. Educational Qualification : 15 years full ...
Copywriting Analyst,Accenture,Mumbai,3-5 Yrs,18 Days Ago,Skill required: Marketing Operations - Content CreationDesignation: Copywriting Analyst...
Business Analyst,Accenture,Ahmedabad,3-6 Yrs,18 Days Ago,Minimum 3 year(s) of experience is required. Educational Qualification : 15 years full ...
Senior Architect - Odoo (LA/AC),CGI,Bengaluru,4-9 Yrs,18 Days Ago,This is a great opportunity to join a winning team. CGI offers a competitive compensa...
Game Analyst,Playdawn - People Quotient,Bengaluru,2-7 Yrs,30+ Days Ago,Collaborate with game developers to improve game design and user experience
Social Listening Analyst,ITC,Kolkata,3-7 Yrs,30+ Days Ago,KNOWLEDGE AND SKILL REQUIREMENTS: . Must have decent understanding of social analytic p...
Business Analyst,Mobisoft Infotech,Pune,1-3 Yrs,30+ Days Ago,"Demonstrate experience in requirement elicitation, system analysis and translating busi..."
Business Analyst,Majestic People Infotech,Coimbatore,1-4 Yrs,30+ Days Ago,Collaborate with stakeholders to understand business needs and requirements   Conduct...
Business Analyst-payment Domain,Essenware,Chennai,1-4 Yrs,30+ Days Ago,Analyze the business requirements of the organization and develop solutions to improv...
Business Analyst,Vlcc,Gurugram,2-6 Yrs,23 Days Ago,Job Summary:We are seeking a highly motivated and detail-oriented Business Analyst to ...
Business Analyst,Capco,Mumbai,3-6 Yrs,30+ Days Ago,Lead business requirement gathering session and document requirements to create busines...
Manager Business Analyst,Adidas,Chennai,8-13 Yrs,24 Days Ago,"Bachelor s degree (or equivalent) in business administration, information technology or..."
Business Analyst,Phoenix Knowledge Management,Pune,2-6 Yrs,30+ Days Ago,Provide application (functional) training to end users and technology teams . . Bachelo...
Consultant/Analyst,Alp Consulting Ltd,Bengaluru,4-9 Yrs,30+ Days Ago,Technical expertise in Core Java/J2ee.                 Technical experience ...
Business Analyst,Alp Consulting Ltd,Bengaluru,2-4 Yrs,30+ Days Ago,"STEM related Bachelors degree or a related study, or equivalent experience Experience o..."
Business Analyst,Optimum Info,Noida,4-6 Yrs,30+ Days Ago,The Business Analyst will acquire subject matter expertise on Optimum s products and ...
Analyst - Paralegal & Docketing,Evalueserve,Gurugram,1-3 Yrs,30+ Days Ago,. Graduate / Postgraduate with relevant work experience in the field of Paralegal and D...
Business Analyst,Essenware,Pune,1-3 Yrs,30+ Days Ago,Prior experience of implementing integration solutions on any of the middleware technol...
Opening For Business Analyst For Pune(Wakad) Location,Ampity Infotech Pvt Ltd,Pune,1-6 Yrs,30+ Days Ago,"Job Title: Business AnalystLocation: Wakad, PuneExperience: 1-5 YearsEmployment Type: F..."
"PE Analyst 2023, Mumbai",Bain Capital,Mumbai,6-9 Yrs,30+ Days Ago,Programs commence in July The Private Equity Analyst opportunity is available only to s...
Business Analyst,Essenware,Mumbai,6-8 Yrs,30+ Days Ago,"Evaluating business processes, anticipating requirements, uncovering areas for improv..."
Analyst,Ford,Chennai,1-4 Yrs,30+ Days Ago,Responsible for day-to-day operations of mainframe computing facilities ensuring high a...
Business Analyst,Career Nest HRC,Bengaluru,6-7 Yrs,30+ Days Ago,Should have sound knowledge of OFSAA FTP / PFT configurations and settings / mappings s...
Analyst,Ford,Chennai,1-4 Yrs,30+ Days Ago,Responsible for day-to-day operations of mainframe computing facilities ensuring high a...
Business Analyst,Phoenix Knowledge Management,"Pune, Pune",2-7 Yrs,30+ Days Ago,Should be able to independently execute business analyst projects and generate report s...
Business Analyst,RG Infotech,Jaipur,1-4 Yrs,30+ Days Ago,"Requirements :- . Should have good knowledge of online bidding on portals (Freelancer, ..."
Business Analyst,Tip Sons Financial Services Pvt. Ltd.,Ahmedabad,1-4 Yrs,30+ Days Ago,Tip Sons Financial Services Pvt. Ltd. is looking for Business Analyst to join our dynam...
Recording Analyst,Teleperformance (TP),Hyderabad,1-4 Yrs,30+ Days Ago,Teleperformance India is looking for Recording Analyst to join our dynamic team and e...
Business Analyst,Invesco,Hyderabad,2-4 Yrs,30+ Days Ago,Works on assignments of diverse scope and complexity where initiative and independent ....
BUSINESS ANALYST,Essenware,Chennai,5-9 Yrs,30+ Days Ago,"Evaluating business processes, anticipating requirements, uncovering areas for improvem..."
Business Analyst,Olam International,Chennai,2-5 Yrs,30+ Days Ago,"Evaluating business processes, anticipating requirements, uncovering areas for improvem..."
Business Analyst,Travanleo Info Solutions India,Thiruvananthapuram,1-3 Yrs,30+ Days Ago,". Should Visualize a B2B application end to endExperience in writing down requirements,..."
Business Analyst,Crisil,Mumbai,1-2 Yrs,10 Days Ago,- Should have worked in Banking domain experienceAround 1 to 2 years of experience as B...
Business Analyst,ITC Infotech,Bengaluru,4-6 Yrs,30+ Days Ago,Qualifications : . 4- 6 years of industry experience . Bachelors degree in Business Adm...
Business Analyst,ITC Infotech,Bengaluru,2-4 Yrs,30+ Days Ago,". Have good Analytical, Programming and Problem solving skills with excellent Interpers..."
Business Analyst,ITC Infotech,Bengaluru,2-4 Yrs,30+ Days Ago,"Managing Operations related to Unbilled revenue, Invoicing, Timesheets, Receivables, Ut..."
Business Analyst,Axa Technology Services,Gurugram,1-3 Yrs,11 Days Ago,. Must have familiarity with Analyst methodologies e.g and Functional Specs. Must posse...
Business Analyst,Internauts Infotech,Amod,3-8 Yrs,30+ Days Ago,Selling products or services to customers and clients   Identifying and cultivating n...
Business Analyst,SVP Infotech,Mumbai,7-10 Yrs,30+ Days Ago,"Should have the good knowledge of freelancing site like UpWork, Freelancers, Guru etc a..."
Business Analyst,Hitachi Energy,Chennai,6-8 Yrs,30+ Days Ago,This is a techno-functional role and will work closely with business stakeholders t...
DEVELOPER / ANALYST,Essenware,Chennai,2-3 Yrs,30+ Days Ago,"The role typically involves supporting senior analysts in collecting, organizing, and..."
BUSSINESS ANALYST (P&L),Rzen Info Solutions,Hyderabad,1-3 Yrs,30+ Days Ago,"BTech, or any graduate . Proven work experience as a Technical Business Analyst . Stron..."
Analyst,Ford,Chennai,1-4 Yrs,30+ Days Ago,Review Capital assets purchased for the month and understand Tax implications and creat...
Business Analyst,Capco,Pune,3-6 Yrs,30+ Days Ago,Transformation Coach      The CFO Agile transformation team consists of 7 Agile ...
Business Analyst,Azul Arc,Mumbai,5-10 Yrs,30+ Days Ago,"5+ years of relevant experience is preferred.  Good conceptual, strategic, and critical..."
Business Analyst,Gcube Info,Ahmedabad,2-5 Yrs,30+ Days Ago,Experience in developing business requirements and functional specifications . Strong u...
Business Analyst,Phoenix Knowledge Management,"Pune, Pune",2-5 Yrs,30+ Days Ago,Should be able to independently execute business analyst projects and generate report s...
Business analyst,Indifi Technologies,Gurugram,3-7 Yrs,17 Days Ago,Masters in any field preferred Drive improvements in delivering a superior customer exp...
Infosec Analyst,Secure Meters,Udaipur,2-8 Yrs,17 Days Ago,"B.Tech.(Computer and Information Science), B.Tech.(Information Technology), B.E.(I..."
Rebates Analyst,Dr Reddys,Hyderabad,2-4 Yrs,30+ Days Ago,"Skills required: MS Excel, SAP / Vistex, Email communication, multi-tasking, need to be..."
Business Analyst,Morningstar,Mumbai,3-5 Yrs,18 Days Ago,"3+ years of work experience in funds management, wealth management or personal investme..."
Application Developer,Accenture,Bengaluru,1-3 Yrs,1 Day Ago,"1 years of experience developing CICD pipelines using GIT, Jenkins, Docker, Kubernetes,..."
Application Developer,Accenture,Bengaluru,5-9 Yrs,1 Day Ago,Minimum 3 year(s) of experience is required. Educational Qualification : 15 years full ...
Sr. Software Engineer,Leading Client,Mohali,3-5 Yrs,11 Days Ago,Minimum of 3 years of experience with Data warehousing methodologies and modelling tech...
Sr. Software Engineer,Leading Client,Gurugram,3-5 Yrs,11 Days Ago,Minimum of 3 years of experience with Data warehousing methodologies and modelling tech...
Bigdata,Ness,Hyderabad,0-5 Yrs,13 Days Ago,"Why Ness   We know that people are our greatest asset. Our staff’s professionalism, in..."
Sr Associate Business Systems Analyst,Workday Inc,Pune,2-5 Yrs,14 Days Ago,A passion for systems and technology with an ability to identify creative solutions for...
Tcs Is Hiring For Oracle DBA,Tata Consultancy Services,"Hyderabad, Bengaluru, Mumbai (All Areas)",4-8 Yrs,1 Day Ago,Bachelors degree in Computer Science . Responsibility of / Expectations from the Role ....
Machine Learning Engineer - Lead,Indusind Bank,Gurugram,5-8 Yrs,21 Days Ago,"We are looking for someone with entrepreneurial mindset, sound understanding of credit ..."
Machine Learning Scientist,Xoom,Chennai,1-2 Yrs,26 Days Ago,. What do you need to bring- . Bachelors Degree in a quantitative field (Computer Scien...
Senior Associate - Python Developer,Epsilon Asia Group Of Companies,Bengaluru,2-6 Yrs,6 Days Ago,"Bachelor s or master s degree in computer science, Data Science, or a related fieldProv..."
Senior Associate,PwC Service Delivery Center,Hyderabad,3-4 Yrs,30+ Days Ago,A career within Data and Analytics services will provide you with the opportunity to ...
